"provider_id","hospital_name","address","city","state","zip_code","county_name","phone_number","condition","measure_id","measure_name","score","sample","footnote","measure_start_date","measure_end_date"
10005.0,"MARSHALL MEDICAL CENTER SOUTH","2505 U S HIGHWAY 431 NORTH","BOAZ","AL",35957.0,"MARSHALL",2.56593831E9,"Blood Clot Prevention and Treatment","VTE_6","Hospital acquired potentially preventable venous thromboembolism","Not Available","Not Available","1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.","2015-01-01 00:00:00.000","12/31/2015"
10006.0,"ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","AL",35631.0,"LAUDERDALE",2.5676884E9,"Heart Attack or Chest Pain","AMI_7a","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","Not Available","Not Available","2 - Data submitted were based on a sample of cases/patients., 7 - No cases met the criteria for this measure.","2015-01-01 00:00:00.000","12/31/2015"
10006.0,"ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","AL",35631.0,"LAUDERDALE",2.5676884E9,"Heart Attack or Chest Pain","AMI_8a","Primary PCI Received Within 90 Minutes of Hospital Arrival","Not Available","Not Available","5 - Results are not available for this reporting period.","2015-01-01 00:00:00.000","09/30/2015"
10006.0,"ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","AL",35631.0,"LAUDERDALE",2.5676884E9,"Children's Asthma","CAC_3","Home Management Plan of Care Document","Not Available","Not Available","5 - Results are not available for this reporting period.","2015-01-01 00:00:00.000","12/31/2015"
10006.0,"ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","AL",35631.0,"LAUDERDALE",2.5676884E9,"Emergency Department","ED_1b","ED1","217","527","2 - Data submitted were based on a sample of cases/patients.","2015-01-01 00:00:00.000","12/31/2015"
10006.0,"ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","AL",35631.0,"LAUDERDALE",2.5676884E9,"Emergency Department","ED_2b","ED2","78","466","2 - Data submitted were based on a sample of cases/patients.","2015-01-01 00:00:00.000","12/31/2015"
10006.0,"ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","AL",35631.0,"LAUDERDALE",2.5676884E9,"Emergency Department","EDV","Emergency department volume","High (40,000 - 59,999 patients annually)","","","2014-01-01 00:00:00.000","12/31/2014"
10006.0,"ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","AL",35631.0,"LAUDERDALE",2.5676884E9,"Heart Failure","HF_2","Evaluation of LVS Function","Not Available","Not Available","5 - Results are not available for this reporting period.","2015-01-01 00:00:00.000","09/30/2015"
10006.0,"ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","AL",35631.0,"LAUDERDALE",2.5676884E9,"Preventive Care","IMM_2","Immunization for influenza","100","518","2 - Data submitted were based on a sample of cases/patients.","2014-10-01 00:00:00.000","03/31/2015"
10006.0,"ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","AL",35631.0,"LAUDERDALE",2.5676884E9,"Preventive Care","IMM_3_OP_27_FAC_ADHPCT","Healthcare workers given influenza vaccination","87","2075","","2015-10-01 00:00:00.000","03/31/2016"
10006.0,"ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","AL",35631.0,"LAUDERDALE",2.5676884E9,"Heart Attack or Chest Pain","OP_1","Median Time to Fibrinolysis","Not Available","Not Available","3 - Results are based on a shorter time period than required., 7 - No cases met the criteria for this measure.","2015-01-01 00:00:00.000","12/31/2015"
10006.0,"ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","AL",35631.0,"LAUDERDALE",2.5676884E9,"Emergency Department","OP_18b","OP 18","133","359","","2015-01-01 00:00:00.000","12/31/2015"
10006.0,"ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","AL",35631.0,"LAUDERDALE",2.5676884E9,"Heart Attack or Chest Pain","OP_2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Not Available","Not Available","3 - Results are based on a shorter time period than required., 7 - No cases met the criteria for this measure.","2015-01-01 00:00:00.000","12/31/2015"
10006.0,"ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","AL",35631.0,"LAUDERDALE",2.5676884E9,"Emergency Department","OP_20","Door to diagnostic eval","10","379","","2015-01-01 00:00:00.000","12/31/2015"
10006.0,"ELIZA COFFEE MEMORIAL HOSPITAL","205 MARENGO STREET","FLORENCE","AL",35631.0,"LAUDERDALE",2.5676884E9,"Emergency Department","OP_21","Median time to pain med","58","97","","2015-01-01 00:00:00.000","12/31/2015"
